normalized_family,migration_action,source_path,target_path,route_family,evidence_source,handoff_candidate,raw_variant_count,reason
/glossary/mcp-nosql-db-24,REDIRECT,/glossary/mcp-nosql-db-24,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-license-checker-108,REDIRECT,/glossary/mcp-license-checker-108,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-sync-engine-59,REDIRECT,/glossary/mcp-sync-engine-59,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-event-bus-6,REDIRECT,/glossary/mcp-event-bus-6,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-data-pipeline-31,REDIRECT,/glossary/mcp-data-pipeline-31,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-health-check-43,REDIRECT,/glossary/mcp-health-check-43,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-thread-pool-95,REDIRECT,/glossary/mcp-thread-pool-95,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-logging-service-13,REDIRECT,/glossary/mcp-logging-service-13,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-vector-store-29,REDIRECT,/glossary/mcp-vector-store-29,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-data-migrator-60,REDIRECT,/glossary/mcp-data-migrator-60,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-message-router-62,REDIRECT,/glossary/mcp-message-router-62,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-task-runner-93,REDIRECT,/glossary/mcp-task-runner-93,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-cache-layer-9,REDIRECT,/glossary/mcp-cache-layer-9,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-compliance-checker-104,REDIRECT,/glossary/mcp-compliance-checker-104,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-notification-service-69,REDIRECT,/glossary/mcp-notification-service-69,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-certificate-manager-48,REDIRECT,/glossary/mcp-certificate-manager-48,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-hyperparameter-tune-38,REDIRECT,/glossary/mcp-hyperparameter-tune-38,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-replication-service-58,REDIRECT,/glossary/mcp-replication-service-58,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-policy-engine-109,REDIRECT,/glossary/mcp-policy-engine-109,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-sms-gateway-71,REDIRECT,/glossary/mcp-sms-gateway-71,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-api-client-78,REDIRECT,/glossary/mcp-api-client-78,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-traffic-manager-16,REDIRECT,/glossary/mcp-traffic-manager-16,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-worker-pool-94,REDIRECT,/glossary/mcp-worker-pool-94,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-workflow-engine-8,REDIRECT,/glossary/mcp-workflow-engine-8,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-graphql-gateway-79,REDIRECT,/glossary/mcp-graphql-gateway-79,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-log-aggregator-65,REDIRECT,/glossary/mcp-log-aggregator-65,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-liveness-probe-45,REDIRECT,/glossary/mcp-liveness-probe-45,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-task-queue-7,REDIRECT,/glossary/mcp-task-queue-7,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-config-map-46,REDIRECT,/glossary/mcp-config-map-46,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-process-restart-98,REDIRECT,/glossary/mcp-process-restart-98,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-security-scanner-105,REDIRECT,/glossary/mcp-security-scanner-105,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-dns-provider-3,REDIRECT,/glossary/mcp-dns-provider-3,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-metric-collector-66,REDIRECT,/glossary/mcp-metric-collector-66,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-secret-management-2,REDIRECT,/glossary/mcp-secret-management-2,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-subscription-manager-89,REDIRECT,/glossary/mcp-subscription-manager-89,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-identity-service-19,REDIRECT,/glossary/mcp-identity-service-19,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-log-rotation-99,REDIRECT,/glossary/mcp-log-rotation-99,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-email-service-70,REDIRECT,/glossary/mcp-email-service-70,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-experiment-tracker-37,REDIRECT,/glossary/mcp-experiment-tracker-37,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-api-gateway-14,REDIRECT,/glossary/mcp-api-gateway-14,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-analytics-platform-11,REDIRECT,/glossary/mcp-analytics-platform-11,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-graph-database-27,REDIRECT,/glossary/mcp-graph-database-27,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-trace-collector-67,REDIRECT,/glossary/mcp-trace-collector-67,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-canary-deploy-40,REDIRECT,/glossary/mcp-canary-deploy-40,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-monitoring-tool-12,REDIRECT,/glossary/mcp-monitoring-tool-12,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-search-engine-10,REDIRECT,/glossary/mcp-search-engine-10,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-event-processor-63,REDIRECT,/glossary/mcp-event-processor-63,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-audit-logger-103,REDIRECT,/glossary/mcp-audit-logger-103,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-web-scraper-77,REDIRECT,/glossary/mcp-web-scraper-77,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-readiness-probe-44,REDIRECT,/glossary/mcp-readiness-probe-44,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-trace-export-102,REDIRECT,/glossary/mcp-trace-export-102,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-ml-model-serving-30,REDIRECT,/glossary/mcp-ml-model-serving-30,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
